"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"下午 01:34:04.8300686","chrome.exe","78864","Process Profiling","","SUCCESS","User Time: 0.1875000 seconds, Kernel Time: 0.0937500 seconds, Private Bytes: 21,118,976, Working Set: 54,050,816"
"下午 01:34:04.8300692","chrome.exe","49764","Process Profiling","","SUCCESS","User Time: 0.0937500 seconds, Kernel Time: 0.0781250 seconds, Private Bytes: 19,587,072, Working Set: 43,413,504"
"下午 01:34:04.8300780","chrome.exe","23512","Process Profiling","","SUCCESS","User Time: 0.1406250 seconds, Kernel Time: 0.0625000 seconds, Private Bytes: 29,184,000, Working Set: 51,765,248"
"下午 01:34:04.8300788","chrome.exe","63820","Process Profiling","","SUCCESS","User Time: 0.0625000 seconds, Kernel Time: 0.0781250 seconds, Private Bytes: 13,795,328, Working Set: 21,880,832"
"下午 01:34:04.8300795","chrome.exe","119516","Process Profiling","","SUCCESS","User Time: 0.1406250 seconds, Kernel Time: 0.0937500 seconds, Private Bytes: 62,337,024, Working Set: 49,815,552"
"下午 01:34:04.8300801","chrome.exe","114700","Process Profiling","","SUCCESS","User Time: 7.7031250 seconds, Kernel Time: 0.8593750 seconds, Private Bytes: 173,867,008, Working Set: 252,276,736"
"下午 01:34:04.8301045","chrome.exe","51472","Process Profiling","","SUCCESS","User Time: 0.2968750 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 52,670,464, Working Set: 102,850,560"
"下午 01:34:04.8301239","chrome.exe","23608","Process Profiling","","SUCCESS","User Time: 1.3906250 seconds, Kernel Time: 0.1718750 seconds, Private Bytes: 101,122,048, Working Set: 178,524,160"
"下午 01:34:04.8301324","chrome.exe","10516","Process Profiling","","SUCCESS","User Time: 20.4375000 seconds, Kernel Time: 0.9375000 seconds, Private Bytes: 364,621,824, Working Set: 412,737,536"
"下午 01:34:04.8301331","chrome.exe","54536","Process Profiling","","SUCCESS","User Time: 0.4375000 seconds, Kernel Time: 0.0625000 seconds, Private Bytes: 68,829,184, Working Set: 140,615,680"
"下午 01:34:04.8301350","chrome.exe","56444","Process Profiling","","SUCCESS","User Time: 0.4062500 seconds, Kernel Time: 0.0625000 seconds, Private Bytes: 91,648,000, Working Set: 165,343,232"
"下午 01:34:04.8301355","chrome.exe","50436","Process Profiling","","SUCCESS","User Time: 0.0156250 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 33,554,432, Working Set: 72,294,400"
"下午 01:34:04.8301409","chrome.exe","84976","Process Profiling","","SUCCESS","User Time: 0.4687500 seconds, Kernel Time: 0.0625000 seconds, Private Bytes: 115,212,288, Working Set: 149,532,672"
"下午 01:34:04.8301425","chrome.exe","77812","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 0.0000000 seconds, Private Bytes: 22,794,240, Working Set: 57,303,040"
"下午 01:34:04.8301431","chrome.exe","82264","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 0.0000000 seconds, Private Bytes: 13,922,304, Working Set: 30,437,376"
"下午 01:34:04.8301437","chrome.exe","123464","Process Profiling","","SUCCESS","User Time: 0.0312500 seconds, Kernel Time: 0.0312500 seconds, Private Bytes: 28,004,352, Working Set: 56,188,928"
"下午 01:34:04.8301443","chrome.exe","45480","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 0.0000000 seconds, Private Bytes: 30,416,896, Working Set: 60,895,232"
"下午 01:34:05.7465612","chrome.exe","40424","WriteFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\WebStorage\QuotaManager-journal","SUCCESS","Offset: 8,720, Length: 4"
"下午 01:34:05.7466053","chrome.exe","40424","WriteFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\WebStorage\QuotaManager-journal","SUCCESS","Offset: 8,724, Length: 4,096"
"下午 01:34:05.7466234","chrome.exe","40424","WriteFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\WebStorage\QuotaManager-journal","SUCCESS","Offset: 12,820, Length: 4"
"下午 01:34:05.7478139","chrome.exe","123464","Thread Exit","","SUCCESS","Thread ID: 68320, User Time: 0.0000000, Kernel Time: 0.0000000"
"下午 01:34:05.7478247","chrome.exe","123464","Thread Exit","","SUCCESS","Thread ID: 118188, User Time: 0.0000000, Kernel Time: 0.0000000"
"下午 01:34:05.7478560","chrome.exe","123464","Thread Exit","","SUCCESS","Thread ID: 81452, User Time: 0.0312500, Kernel Time: 0.0312500"
"下午 01:34:05.7478636","chrome.exe","123464","Thread Exit","","SUCCESS","Thread ID: 120652, User Time: 0.0000000, Kernel Time: 0.0000000"
"下午 01:34:05.7478669","chrome.exe","123464","Thread Exit","","SUCCESS","Thread ID: 122688, User Time: 0.0000000, Kernel Time: 0.0000000"
"下午 01:34:05.7478783","chrome.exe","123464","Thread Exit","","SUCCESS","Thread ID: 119676, User Time: 0.0000000, Kernel Time: 0.0000000"
"下午 01:34:05.7478805","chrome.exe","123464","Thread Exit","","SUCCESS","Thread ID: 122580, User Time: 0.0000000, Kernel Time: 0.0000000"
"下午 01:34:05.7478818","chrome.exe","123464","Thread Exit","","SUCCESS","Thread ID: 2096, User Time: 0.0000000, Kernel Time: 0.0000000"
"下午 01:34:05.7478855","chrome.exe","123464","Thread Exit","","SUCCESS","Thread ID: 20512, User Time: 0.0000000, Kernel Time: 0.0000000"
"下午 01:34:05.7478968","chrome.exe","123464","Thread Exit","","SUCCESS","Thread ID: 119812, User Time: 0.0000000, Kernel Time: 0.0000000"
"下午 01:34:05.7479127","chrome.exe","123464","Thread Exit","","SUCCESS","Thread ID: 120496, User Time: 0.0000000, Kernel Time: 0.0000000"
"下午 01:34:05.7479143","chrome.exe","123464","Thread Exit","","SUCCESS","Thread ID: 98004, User Time: 0.0000000, Kernel Time: 0.0000000"
"下午 01:34:05.7479182","chrome.exe","123464","Thread Exit","","SUCCESS","Thread ID: 123632, User Time: 0.0000000, Kernel Time: 0.0000000"
"下午 01:34:05.7479300","chrome.exe","123464","Thread Exit","","SUCCESS","Thread ID: 121792, User Time: 0.0000000, Kernel Time: 0.0000000"
"下午 01:34:05.7480159","chrome.exe","40424","QueryNameInformationFile","C:\Program Files\Google\Chrome\Application\chrome.exe","SUCCESS","Name: \Program Files\Google\Chrome\Application\chrome.exe"
"下午 01:34:05.7480591","chrome.exe","123464","Thread Exit","","SUCCESS","Thread ID: 122296, User Time: 0.0000000, Kernel Time: 0.0000000"
"下午 01:34:05.7480709","chrome.exe","123464","Thread Exit","","SUCCESS","Thread ID: 5192, User Time: 0.0000000, Kernel Time: 0.0000000"
"下午 01:34:05.7480839","chrome.exe","123464","Thread Exit","","SUCCESS","Thread ID: 68248, User Time: 0.0000000, Kernel Time: 0.0000000"
"下午 01:34:05.7480942","chrome.exe","123464","Thread Exit","","SUCCESS","Thread ID: 72760, User Time: 0.0000000, Kernel Time: 0.0000000"
"下午 01:34:05.7481289","chrome.exe","123464","Thread Exit","","SUCCESS","Thread ID: 40260, User Time: 0.0000000, Kernel Time: 0.0000000"
"下午 01:34:05.7481999","chrome.exe","40424","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\chrome.exe","NAME NOT FOUND","Desired Access: Query Value"
"下午 01:34:05.7482315","chrome.exe","123464","Thread Exit","","SUCCESS","Thread ID: 122792, User Time: 0.0000000, Kernel Time: 0.0000000"
"下午 01:34:05.7482926","chrome.exe","50436","Thread Exit","","SUCCESS","Thread ID: 34376, User Time: 0.0000000, Kernel Time: 0.0000000"
"下午 01:34:05.7483300","chrome.exe","123464","Thread Exit","","SUCCESS","Thread ID: 11004, User Time: 0.0000000, Kernel Time: 0.0000000"
"下午 01:34:05.7483385","chrome.exe","123464","Thread Exit","","SUCCESS","Thread ID: 122616, User Time: 0.0000000, Kernel Time: 0.0000000"
"下午 01:34:05.7488514","chrome.exe","123464","Process Exit","","SUCCESS","Exit Status: 0, User Time: 0.0312500 seconds, Kernel Time: 0.0312500 seconds, Private Bytes: 27,926,528, Peak Private Bytes: 32,858,112, Working Set: 57,163,776, Peak Working Set: 58,445,824"
"下午 01:34:05.7489385","chrome.exe","123464","RegOpenKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-1997217719-658718934-521315685-1001","SUCCESS","Desired Access: All Access"
"下午 01:34:05.7489575","chrome.exe","123464","RegQueryValue","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-1997217719-658718934-521315685-1001\\Device\HarddiskVolume3\Program Files\Google\Chrome\Application\chrome.exe","SUCCESS","Type: REG_BINARY, Length: 24, Data: 48 F7 91 46 44 2F DB 01 00 00 00 00 00 00 00 00"
"下午 01:34:05.7489802","chrome.exe","123464","RegSetValue","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-1997217719-658718934-521315685-1001\\Device\HarddiskVolume3\Program Files\Google\Chrome\Application\chrome.exe","SUCCESS","Type: REG_BINARY, Length: 24, Data: 07 08 61 54 44 2F DB 01 00 00 00 00 00 00 00 00"
"下午 01:34:05.7491190","chrome.exe","123464","RegCloseKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-1997217719-658718934-521315685-1001","SUCCESS",""
"下午 01:34:05.7491798","chrome.exe","123464","CloseFile","C:\Program Files\Google\Chrome\Application\130.0.6723.92","SUCCESS",""
"下午 01:34:05.7492017","chrome.exe","123464","IRP_MJ_CLOSE","C:\Program Files\Google\Chrome\Application\130.0.6723.92","SUCCESS",""
"下午 01:34:05.7492575","chrome.exe","123464","CloseFile","C:\Program Files\Google\Chrome\Application\130.0.6723.92","SUCCESS",""
"下午 01:34:05.7492730","chrome.exe","123464","IRP_MJ_CLOSE","C:\Program Files\Google\Chrome\Application\130.0.6723.92","SUCCESS",""
"下午 01:34:05.7492866","chrome.exe","123464","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"下午 01:34:05.7492979","chrome.exe","123464","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","SUCCESS",""
"下午 01:34:05.7493174","chrome.exe","123464","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Ids","SUCCESS",""
"下午 01:34:05.7493292","chrome.exe","123464","RegCloseKey","HKLM","SUCCESS",""
"下午 01:34:05.7493622","chrome.exe","123464","RegCloseKey","HKLM\SOFTWARE\Microsoft\Ole","SUCCESS",""
"下午 01:34:05.7494022","chrome.exe","123464","RegCloseKey","HKCU\Software\Classes\Local Settings\Software\Microsoft","SUCCESS",""
"下午 01:34:05.7494151","chrome.exe","123464","RegCloseKey","HKCU\Software\Classes\Local Settings","SUCCESS",""
"下午 01:34:05.7494515","chrome.exe","123464","CloseFile","C:\Program Files\Google\Chrome\Application\130.0.6723.92\icudtl.dat","SUCCESS",""
"下午 01:34:05.7494725","chrome.exe","123464","IRP_MJ_CLOSE","C:\Program Files\Google\Chrome\Application\130.0.6723.92\icudtl.dat","SUCCESS",""
"下午 01:34:05.7495078","chrome.exe","123464","CloseFile","C:\Program Files\Google\Chrome\Application\130.0.6723.92\v8_context_snapshot.bin","SUCCESS",""
"下午 01:34:05.7495512","chrome.exe","123464","IRP_MJ_CLOSE","C:\Program Files\Google\Chrome\Application\130.0.6723.92\v8_context_snapshot.bin","SUCCESS",""
"下午 01:34:05.7496583","chrome.exe","123464","CloseFile","C:\Program Files\Google\Chrome\Application\130.0.6723.92\chrome_100_percent.pak","SUCCESS",""
"下午 01:34:05.7497006","chrome.exe","123464","IRP_MJ_CLOSE","C:\Program Files\Google\Chrome\Application\130.0.6723.92\chrome_100_percent.pak","SUCCESS",""
"下午 01:34:05.7497206","chrome.exe","123464","CloseFile","C:\Program Files\Google\Chrome\Application\130.0.6723.92\chrome_200_percent.pak","SUCCESS",""
"下午 01:34:05.7497356","chrome.exe","123464","IRP_MJ_CLOSE","C:\Program Files\Google\Chrome\Application\130.0.6723.92\chrome_200_percent.pak","SUCCESS",""
"下午 01:34:05.7497723","chrome.exe","123464","CloseFile","C:\Program Files\Google\Chrome\Application\130.0.6723.92\Locales\zh-TW.pak","SUCCESS",""
"下午 01:34:05.7497899","chrome.exe","123464","IRP_MJ_CLOSE","C:\Program Files\Google\Chrome\Application\130.0.6723.92\Locales\zh-TW.pak","SUCCESS",""
"下午 01:34:05.7498092","chrome.exe","123464","CloseFile","C:\Program Files\Google\Chrome\Application\130.0.6723.92\resources.pak","SUCCESS",""
"下午 01:34:05.7498244","chrome.exe","123464","IRP_MJ_CLOSE","C:\Program Files\Google\Chrome\Application\130.0.6723.92\resources.pak","SUCCESS",""
"下午 01:34:05.7498807","chrome.exe","123464","CloseFile","C:\Users\USER\AppData\Local\Temp\ef1102fe-7716-4fc0-bf30-b0e2a3d4420f.tmp","SUCCESS",""
"下午 01:34:05.7500686","chrome.exe","123464","IRP_MJ_CLOSE","C:\Users\USER\AppData\Local\Temp\ef1102fe-7716-4fc0-bf30-b0e2a3d4420f.tmp","SUCCESS",""
"下午 01:34:05.7541453","chrome.exe","123464","IRP_MJ_CLOSE","C:\Program Files\Google\Chrome\Application\chrome.exe","SUCCESS",""
"下午 01:34:05.7935674","chrome.exe","35816","LockFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Network\Reporting and NEL","SUCCESS","Exclusive: True, Offset: 1,073,741,824, Length: 1, Fail Immediately: True"
"下午 01:34:05.7935946","chrome.exe","35816","LockFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Network\Reporting and NEL","SUCCESS","Exclusive: False, Offset: 1,073,741,826, Length: 510, Fail Immediately: True"
"下午 01:34:05.7936956","chrome.exe","35816","UnlockFileSingle","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Network\Reporting and NEL","SUCCESS","Offset: 1,073,741,824, Length: 1"
"下午 01:34:05.7937888","chrome.exe","35816","LockFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Network\Reporting and NEL","SUCCESS","Exclusive: False, Offset: 1,073,741,825, Length: 1, Fail Immediately: True"
"下午 01:34:05.7938873","chrome.exe","35816","UnlockFileSingle","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Network\Reporting and NEL","SUCCESS","Offset: 1,073,741,825, Length: 1"
"下午 01:34:05.7939033","chrome.exe","35816","QueryStandardInformationFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Network\Reporting and NEL","SUCCESS","AllocationSize: 1,343,488, EndOfFile: 1,343,488, NumberOfLinks: 1, DeletePending: False, Directory: False"
"下午 01:34:05.7939255","chrome.exe","35816","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Network\Reporting and NEL-journal","END OF FILE","Offset: 0, Length: 1"
"下午 01:34:05.7942397","chrome.exe","35816","QueryOpen","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Network\Reporting and NEL-wal","FAST IO DISALLOWED",""
"下午 01:34:05.7943966","chrome.exe","35816","CreateFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Network\Reporting and NEL-wal","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"下午 01:34:05.7945615","chrome.exe","35816","QueryStandardInformationFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Network\Reporting and NEL","SUCCESS","AllocationSize: 1,343,488, EndOfFile: 1,343,488, NumberOfLinks: 1, DeletePending: False, Directory: False"
"下午 01:34:05.7947262","chrome.exe","35816","LockFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Network\Reporting and NEL","SUCCESS","Exclusive: True, Offset: 1,073,741,825, Length: 1, Fail Immediately: True"
"下午 01:34:05.7949397","chrome.exe","35816","WriteFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Network\Reporting and NEL-journal","FAST IO DISALLOWED","Offset: 0, Length: 512"
"下午 01:34:05.7950728","chrome.exe","35816","WriteFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Network\Reporting and NEL-journal","SUCCESS","Offset: 0, Length: 512, Priority: Normal"
"下午 01:34:05.7951648","chrome.exe","35816","WriteFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Network\Reporting and NEL-journal","SUCCESS","Offset: 512, Length: 4"
"下午 01:34:05.7951799","chrome.exe","35816","WriteFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Network\Reporting and NEL-journal","SUCCESS","Offset: 516, Length: 4,096"
"下午 01:34:05.7951937","chrome.exe","35816","WriteFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Network\Reporting and NEL-journal","SUCCESS","Offset: 4,612, Length: 4"
"下午 01:34:05.7953128","chrome.exe","35816","LockFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Network\Reporting and NEL","SUCCESS","Exclusive: True, Offset: 1,073,741,824, Length: 1, Fail Immediately: True"
"下午 01:34:05.7955897","chrome.exe","35816","UnlockFileSingle","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Network\Reporting and NEL","SUCCESS","Offset: 1,073,741,826, Length: 510"
"下午 01:34:05.7957707","chrome.exe","35816","LockFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Network\Reporting and NEL","SUCCESS","Exclusive: True, Offset: 1,073,741,826, Length: 510, Fail Immediately: True"
"下午 01:34:05.7958385","chrome.exe","35816","WriteFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Network\Reporting and NEL-journal","SUCCESS","Offset: 4,616, Length: 4"
"下午 01:34:05.7959000","chrome.exe","35816","WriteFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Network\Reporting and NEL-journal","SUCCESS","Offset: 4,620, Length: 4,096"
"下午 01:34:05.7959583","chrome.exe","35816","WriteFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Network\Reporting and NEL-journal","SUCCESS","Offset: 8,716, Length: 4"
"下午 01:34:05.7961556","chrome.exe","35816","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Network\Reporting and NEL-journal","END OF FILE","Offset: 9,216, Length: 8"
